id,name,city,review
1988,Hotel1988,City1988,198.8
1989,Hotel1989,City1989,198.9
1990,Hotel1990,City1990,199.0
1991,Hotel1991,City1991,199.1
1992,Hotel1992,City1992,199.2
1993,Hotel1993,City1993,199.3
1994,Hotel1994,City1994,199.4
1995,Hotel1995,City1995,199.5
1996,Hotel1996,City1996,199.6
1997,Hotel1997,City1997,199.7
1998,Hotel1998,City1998,199.8
1999,Hotel1999,City1999,199.9
2000,Hotel2000,City2000,200.0
2001,Hotel2001,City2001,200.1
2002,Hotel2002,City2002,200.2
2003,Hotel2003,City2003,200.3
2004,Hotel2004,City2004,200.4
2005,Hotel2005,City2005,200.5
2006,Hotel2006,City2006,200.6
2007,Hotel2007,City2007,200.7
2008,Hotel2008,City2008,200.8
2009,Hotel2009,City2009,200.9
2010,Hotel2010,City2010,201.0
2011,Hotel2011,City2011,201.1
2012,Hotel2012,City2012,201.2
2013,Hotel2013,City2013,201.3
2014,Hotel2014,City2014,201.4
2015,Hotel2015,City2015,201.5
2016,Hotel2016,City2016,201.6
2017,Hotel2017,City2017,201.7
2018,Hotel2018,City2018,201.8
2019,Hotel2019,City2019,201.9
2020,Hotel2020,City2020,202.0
2021,Hotel2021,City2021,202.1
2022,Hotel2022,City2022,202.2
2023,Hotel2023,City2023,202.3
2024,Hotel2024,City2024,202.4
2025,Hotel2025,City2025,202.5
2026,Hotel2026,City2026,202.6
2027,Hotel2027,City2027,202.7
2028,Hotel2028,City2028,202.8
2029,Hotel2029,City2029,202.9
2030,Hotel2030,City2030,203.0
2031,Hotel2031,City2031,203.1
2032,Hotel2032,City2032,203.2
2033,Hotel2033,City2033,203.3
2034,Hotel2034,City2034,203.4
2035,Hotel2035,City2035,203.5
2036,Hotel2036,City2036,203.6
2037,Hotel2037,City2037,203.7
2038,Hotel2038,City2038,203.8
2039,Hotel2039,City2039,203.9
2040,Hotel2040,City2040,204.0
2041,Hotel2041,City2041,204.1
2042,Hotel2042,City2042,204.2
2043,Hotel2043,City2043,204.3
2044,Hotel2044,City2044,204.4
2045,Hotel2045,City2045,204.5
2046,Hotel2046,City2046,204.6
2047,Hotel2047,City2047,204.7
2048,Hotel2048,City2048,204.8
2049,Hotel2049,City2049,204.9
2050,Hotel2050,City2050,205.0
2051,Hotel2051,City2051,205.1
2052,Hotel2052,City2052,205.2
2053,Hotel2053,City2053,205.3
2054,Hotel2054,City2054,205.4
2055,Hotel2055,City2055,205.5
2056,Hotel2056,City2056,205.6
2057,Hotel2057,City2057,205.7
2058,Hotel2058,City2058,205.8
2059,Hotel2059,City2059,205.9
2060,Hotel2060,City2060,206.0
2061,Hotel2061,City2061,206.1
2062,Hotel2062,City2062,206.2
2063,Hotel2063,City2063,206.3
2064,Hotel2064,City2064,206.4
2065,Hotel2065,City2065,206.5
2066,Hotel2066,City2066,206.6
2067,Hotel2067,City2067,206.7
2068,Hotel2068,City2068,206.8
2069,Hotel2069,City2069,206.9
2070,Hotel2070,City2070,207.0
2071,Hotel2071,City2071,207.1
2072,Hotel2072,City2072,207.2
2073,Hotel2073,City2073,207.3
2074,Hotel2074,City2074,207.4
2075,Hotel2075,City2075,207.5
2076,Hotel2076,City2076,207.6
2077,Hotel2077,City2077,207.7
2078,Hotel2078,City2078,207.8
2079,Hotel2079,City2079,207.9
2080,Hotel2080,City2080,208.0
2081,Hotel2081,City2081,208.1
2082,Hotel2082,City2082,208.2
2083,Hotel2083,City2083,208.3
2084,Hotel2084,City2084,208.4
2085,Hotel2085,City2085,208.5
2086,Hotel2086,City2086,208.6
2087,Hotel2087,City2087,208.7
2088,Hotel2088,City2088,208.8
2089,Hotel2089,City2089,208.9
2090,Hotel2090,City2090,209.0
2091,Hotel2091,City2091,209.1
2092,Hotel2092,City2092,209.2
2093,Hotel2093,City2093,209.3
2094,Hotel2094,City2094,209.4
2095,Hotel2095,City2095,209.5
2096,Hotel2096,City2096,209.6
2097,Hotel2097,City2097,209.7
2098,Hotel2098,City2098,209.8
2099,Hotel2099,City2099,209.9
2100,Hotel2100,City2100,210.0
2101,Hotel2101,City2101,210.1
2102,Hotel2102,City2102,210.2
2103,Hotel2103,City2103,210.3
2104,Hotel2104,City2104,210.4
2105,Hotel2105,City2105,210.5
2106,Hotel2106,City2106,210.6
2107,Hotel2107,City2107,210.7
2108,Hotel2108,City2108,210.8
2109,Hotel2109,City2109,210.9
2110,Hotel2110,City2110,211.0
2111,Hotel2111,City2111,211.1
2112,Hotel2112,City2112,211.2
2113,Hotel2113,City2113,211.3
2114,Hotel2114,City2114,211.4
2115,Hotel2115,City2115,211.5
2116,Hotel2116,City2116,211.6
2117,Hotel2117,City2117,211.7
2118,Hotel2118,City2118,211.8
2119,Hotel2119,City2119,211.9
2120,Hotel2120,City2120,212.0
2121,Hotel2121,City2121,212.1
2122,Hotel2122,City2122,212.2
2123,Hotel2123,City2123,212.3
2124,Hotel2124,City2124,212.4
2125,Hotel2125,City2125,212.5
2126,Hotel2126,City2126,212.6
2127,Hotel2127,City2127,212.7
2128,Hotel2128,City2128,212.8
2129,Hotel2129,City2129,212.9
2130,Hotel2130,City2130,213.0
2131,Hotel2131,City2131,213.1
2132,Hotel2132,City2132,213.2
2133,Hotel2133,City2133,213.3
2134,Hotel2134,City2134,213.4
2135,Hotel2135,City2135,213.5
2136,Hotel2136,City2136,213.6
2137,Hotel2137,City2137,213.7
2138,Hotel2138,City2138,213.8
2139,Hotel2139,City2139,213.9
2140,Hotel2140,City2140,214.0
2141,Hotel2141,City2141,214.1
2142,Hotel2142,City2142,214.2
2143,Hotel2143,City2143,214.3
2144,Hotel2144,City2144,214.4
2145,Hotel2145,City2145,214.5
2146,Hotel2146,City2146,214.6
2147,Hotel2147,City2147,214.7
2148,Hotel2148,City2148,214.8
2149,Hotel2149,City2149,214.9
2150,Hotel2150,City2150,215.0
2151,Hotel2151,City2151,215.1
2152,Hotel2152,City2152,215.2
2153,Hotel2153,City2153,215.3
2154,Hotel2154,City2154,215.4
2155,Hotel2155,City2155,215.5
2156,Hotel2156,City2156,215.6
2157,Hotel2157,City2157,215.7
2158,Hotel2158,City2158,215.8
2159,Hotel2159,City2159,215.9
2160,Hotel2160,City2160,216.0
2161,Hotel2161,City2161,216.1
2162,Hotel2162,City2162,216.2
2163,Hotel2163,City2163,216.3
2164,Hotel2164,City2164,216.4
2165,Hotel2165,City2165,216.5
2166,Hotel2166,City2166,216.6
2167,Hotel2167,City2167,216.7
2168,Hotel2168,City2168,216.8
2169,Hotel2169,City2169,216.9
2170,Hotel2170,City2170,217.0
2171,Hotel2171,City2171,217.1
2172,Hotel2172,City2172,217.2
2173,Hotel2173,City2173,217.3
2174,Hotel2174,City2174,217.4
2175,Hotel2175,City2175,217.5
2176,Hotel2176,City2176,217.6
2177,Hotel2177,City2177,217.7
2178,Hotel2178,City2178,217.8
2179,Hotel2179,City2179,217.9
2180,Hotel2180,City2180,218.0
2181,Hotel2181,City2181,218.1
2182,Hotel2182,City2182,218.2
2183,Hotel2183,City2183,218.3
2184,Hotel2184,City2184,218.4
2185,Hotel2185,City2185,218.5
2186,Hotel2186,City2186,218.6
2187,Hotel2187,City2187,218.7
2188,Hotel2188,City2188,218.8
2189,Hotel2189,City2189,218.9
2190,Hotel2190,City2190,219.0
2191,Hotel2191,City2191,219.1
2192,Hotel2192,City2192,219.2
2193,Hotel2193,City2193,219.3
2194,Hotel2194,City2194,219.4
2195,Hotel2195,City2195,219.5
2196,Hotel2196,City2196,219.6
2197,Hotel2197,City2197,219.7
2198,Hotel2198,City2198,219.8
2199,Hotel2199,City2199,219.9
2200,Hotel2200,City2200,220.0
2201,Hotel2201,City2201,220.1
2202,Hotel2202,City2202,220.2
2203,Hotel2203,City2203,220.3
2204,Hotel2204,City2204,220.4
2205,Hotel2205,City2205,220.5
2206,Hotel2206,City2206,220.6
2207,Hotel2207,City2207,220.7
2208,Hotel2208,City2208,220.8
2209,Hotel2209,City2209,220.9
2210,Hotel2210,City2210,221.0
2211,Hotel2211,City2211,221.1
2212,Hotel2212,City2212,221.2
2213,Hotel2213,City2213,221.3
2214,Hotel2214,City2214,221.4
2215,Hotel2215,City2215,221.5
2216,Hotel2216,City2216,221.6
2217,Hotel2217,City2217,221.7
2218,Hotel2218,City2218,221.8
2219,Hotel2219,City2219,221.9
2220,Hotel2220,City2220,222.0
2221,Hotel2221,City2221,222.1
2222,Hotel2222,City2222,222.2
2223,Hotel2223,City2223,222.3
2224,Hotel2224,City2224,222.4
2225,Hotel2225,City2225,222.5
2226,Hotel2226,City2226,222.6
2227,Hotel2227,City2227,222.7
2228,Hotel2228,City2228,222.8
2229,Hotel2229,City2229,222.9
2230,Hotel2230,City2230,223.0
2231,Hotel2231,City2231,223.1
2232,Hotel2232,City2232,223.2
2233,Hotel2233,City2233,223.3
2234,Hotel2234,City2234,223.4
2235,Hotel2235,City2235,223.5
2236,Hotel2236,City2236,223.6
2237,Hotel2237,City2237,223.7
2238,Hotel2238,City2238,223.8
2239,Hotel2239,City2239,223.9
2240,Hotel2240,City2240,224.0
2241,Hotel2241,City2241,224.1
2242,Hotel2242,City2242,224.2
2243,Hotel2243,City2243,224.3
2244,Hotel2244,City2244,224.4
2245,Hotel2245,City2245,224.5
2246,Hotel2246,City2246,224.6
2247,Hotel2247,City2247,224.7
2248,Hotel2248,City2248,224.8
2249,Hotel2249,City2249,224.9
2250,Hotel2250,City2250,225.0
2251,Hotel2251,City2251,225.1
2252,Hotel2252,City2252,225.2
2253,Hotel2253,City2253,225.3
2254,Hotel2254,City2254,225.4
2255,Hotel2255,City2255,225.5
2256,Hotel2256,City2256,225.6
2257,Hotel2257,City2257,225.7
2258,Hotel2258,City2258,225.8
2259,Hotel2259,City2259,225.9
2260,Hotel2260,City2260,226.0
2261,Hotel2261,City2261,226.1
2262,Hotel2262,City2262,226.2
2263,Hotel2263,City2263,226.3
2264,Hotel2264,City2264,226.4
2265,Hotel2265,City2265,226.5
2266,Hotel2266,City2266,226.6
2267,Hotel2267,City2267,226.7
2268,Hotel2268,City2268,226.8
2269,Hotel2269,City2269,226.9
2270,Hotel2270,City2270,227.0
2271,Hotel2271,City2271,227.1
2272,Hotel2272,City2272,227.2
2273,Hotel2273,City2273,227.3
2274,Hotel2274,City2274,227.4
2275,Hotel2275,City2275,227.5
2276,Hotel2276,City2276,227.6
2277,Hotel2277,City2277,227.7
2278,Hotel2278,City2278,227.8
2279,Hotel2279,City2279,227.9
2280,Hotel2280,City2280,228.0
2281,Hotel2281,City2281,228.1
2282,Hotel2282,City2282,228.2
2283,Hotel2283,City2283,228.3
2284,Hotel2284,City2284,228.4
2285,Hotel2285,City2285,228.5
2286,Hotel2286,City2286,228.6
2287,Hotel2287,City2287,228.7
2288,Hotel2288,City2288,228.8
2289,Hotel2289,City2289,228.9
2290,Hotel2290,City2290,229.0
2291,Hotel2291,City2291,229.1
2292,Hotel2292,City2292,229.2
2293,Hotel2293,City2293,229.3
2294,Hotel2294,City2294,229.4
2295,Hotel2295,City2295,229.5
2296,Hotel2296,City2296,229.6
2297,Hotel2297,City2297,229.7
2298,Hotel2298,City2298,229.8
2299,Hotel2299,City2299,229.9
2300,Hotel2300,City2300,230.0
2301,Hotel2301,City2301,230.1
2302,Hotel2302,City2302,230.2
2303,Hotel2303,City2303,230.3
2304,Hotel2304,City2304,230.4
2305,Hotel2305,City2305,230.5
2306,Hotel2306,City2306,230.6
2307,Hotel2307,City2307,230.7
2308,Hotel2308,City2308,230.8
2309,Hotel2309,City2309,230.9
2310,Hotel2310,City2310,231.0
2311,Hotel2311,City2311,231.1
2312,Hotel2312,City2312,231.2
2313,Hotel2313,City2313,231.3
2314,Hotel2314,City2314,231.4
2315,Hotel2315,City2315,231.5
2316,Hotel2316,City2316,231.6
2317,Hotel2317,City2317,231.7
2318,Hotel2318,City2318,231.8
2319,Hotel2319,City2319,231.9
2320,Hotel2320,City2320,232.0
2321,Hotel2321,City2321,232.1
2322,Hotel2322,City2322,232.2
2323,Hotel2323,City2323,232.3
2324,Hotel2324,City2324,232.4
2325,Hotel2325,City2325,232.5
2326,Hotel2326,City2326,232.6
2327,Hotel2327,City2327,232.7
2328,Hotel2328,City2328,232.8
2329,Hotel2329,City2329,232.9
2330,Hotel2330,City2330,233.0
2331,Hotel2331,City2331,233.1
2332,Hotel2332,City2332,233.2
2333,Hotel2333,City2333,233.3
2334,Hotel2334,City2334,233.4
2335,Hotel2335,City2335,233.5
2336,Hotel2336,City2336,233.6
2337,Hotel2337,City2337,233.7
2338,Hotel2338,City2338,233.8
2339,Hotel2339,City2339,233.9
2340,Hotel2340,City2340,234.0
2341,Hotel2341,City2341,234.1
2342,Hotel2342,City2342,234.2
2343,Hotel2343,City2343,234.3
2344,Hotel2344,City2344,234.4
2345,Hotel2345,City2345,234.5
2346,Hotel2346,City2346,234.6
2347,Hotel2347,City2347,234.7
2348,Hotel2348,City2348,234.8
2349,Hotel2349,City2349,234.9
2350,Hotel2350,City2350,235.0
2351,Hotel2351,City2351,235.1
2352,Hotel2352,City2352,235.2
2353,Hotel2353,City2353,235.3
2354,Hotel2354,City2354,235.4
2355,Hotel2355,City2355,235.5
2356,Hotel2356,City2356,235.6
2357,Hotel2357,City2357,235.7
2358,Hotel2358,City2358,235.8
2359,Hotel2359,City2359,235.9
2360,Hotel2360,City2360,236.0
2361,Hotel2361,City2361,236.1
2362,Hotel2362,City2362,236.2
2363,Hotel2363,City2363,236.3
2364,Hotel2364,City2364,236.4
2365,Hotel2365,City2365,236.5
2366,Hotel2366,City2366,236.6
2367,Hotel2367,City2367,236.7
2368,Hotel2368,City2368,236.8
2369,Hotel2369,City2369,236.9
2370,Hotel2370,City2370,237.0
2371,Hotel2371,City2371,237.1
2372,Hotel2372,City2372,237.2
2373,Hotel2373,City2373,237.3
2374,Hotel2374,City2374,237.4
2375,Hotel2375,City2375,237.5
2376,Hotel2376,City2376,237.6
2377,Hotel2377,City2377,237.7
2378,Hotel2378,City2378,237.8
2379,Hotel2379,City2379,237.9
2380,Hotel2380,City2380,238.0
2381,Hotel2381,City2381,238.1
2382,Hotel2382,City2382,238.2
2383,Hotel2383,City2383,238.3
2384,Hotel2384,City2384,238.4
2385,Hotel2385,City2385,238.5
2386,Hotel2386,City2386,238.6
2387,Hotel2387,City2387,238.7
2388,Hotel2388,City2388,238.8
2389,Hotel2389,City2389,238.9
2390,Hotel2390,City2390,239.0
2391,Hotel2391,City2391,239.1
2392,Hotel2392,City2392,239.2
2393,Hotel2393,City2393,239.3
2394,Hotel2394,City2394,239.4
2395,Hotel2395,City2395,239.5
2396,Hotel2396,City2396,239.6
2397,Hotel2397,City2397,239.7
2398,Hotel2398,City2398,239.8
2399,Hotel2399,City2399,239.9
2400,Hotel2400,City2400,240.0
2401,Hotel2401,City2401,240.1
2402,Hotel2402,City2402,240.2
2403,Hotel2403,City2403,240.3
2404,Hotel2404,City2404,240.4
2405,Hotel2405,City2405,240.5
2406,Hotel2406,City2406,240.6
2407,Hotel2407,City2407,240.7
2408,Hotel2408,City2408,240.8
2409,Hotel2409,City2409,240.9
2410,Hotel2410,City2410,241.0
2411,Hotel2411,City2411,241.1
2412,Hotel2412,City2412,241.2
2413,Hotel2413,City2413,241.3
2414,Hotel2414,City2414,241.4
2415,Hotel2415,City2415,241.5
2416,Hotel2416,City2416,241.6
2417,Hotel2417,City2417,241.7
2418,Hotel2418,City2418,241.8
2419,Hotel2419,City2419,241.9
2420,Hotel2420,City2420,242.0
2421,Hotel2421,City2421,242.1
2422,Hotel2422,City2422,242.2
2423,Hotel2423,City2423,242.3
2424,Hotel2424,City2424,242.4
2425,Hotel2425,City2425,242.5
2426,Hotel2426,City2426,242.6
2427,Hotel2427,City2427,242.7
2428,Hotel2428,City2428,242.8
2429,Hotel2429,City2429,242.9
2430,Hotel2430,City2430,243.0
2431,Hotel2431,City2431,243.1
2432,Hotel2432,City2432,243.2
2433,Hotel2433,City2433,243.3
2434,Hotel2434,City2434,243.4
2435,Hotel2435,City2435,243.5
2436,Hotel2436,City2436,243.6
2437,Hotel2437,City2437,243.7
2438,Hotel2438,City2438,243.8
2439,Hotel2439,City2439,243.9
2440,Hotel2440,City2440,244.0
2441,Hotel2441,City2441,244.1
2442,Hotel2442,City2442,244.2
2443,Hotel2443,City2443,244.3
2444,Hotel2444,City2444,244.4
2445,Hotel2445,City2445,244.5
2446,Hotel2446,City2446,244.6
2447,Hotel2447,City2447,244.7
2448,Hotel2448,City2448,244.8
2449,Hotel2449,City2449,244.9
2450,Hotel2450,City2450,245.0
2451,Hotel2451,City2451,245.1
2452,Hotel2452,City2452,245.2
2453,Hotel2453,City2453,245.3
2454,Hotel2454,City2454,245.4
2455,Hotel2455,City2455,245.5
2456,Hotel2456,City2456,245.6
2457,Hotel2457,City2457,245.7
2458,Hotel2458,City2458,245.8
2459,Hotel2459,City2459,245.9
2460,Hotel2460,City2460,246.0
2461,Hotel2461,City2461,246.1
2462,Hotel2462,City2462,246.2
2463,Hotel2463,City2463,246.3
2464,Hotel2464,City2464,246.4
2465,Hotel2465,City2465,246.5
2466,Hotel2466,City2466,246.6
2467,Hotel2467,City2467,246.7
2468,Hotel2468,City2468,246.8
2469,Hotel2469,City2469,246.9
2470,Hotel2470,City2470,247.0
2471,Hotel2471,City2471,247.1
2472,Hotel2472,City2472,247.2
2473,Hotel2473,City2473,247.3
2474,Hotel2474,City2474,247.4
2475,Hotel2475,City2475,247.5
2476,Hotel2476,City2476,247.6
2477,Hotel2477,City2477,247.7
2478,Hotel2478,City2478,247.8
2479,Hotel2479,City2479,247.9
2480,Hotel2480,City2480,248.0
2481,Hotel2481,City2481,248.1
2482,Hotel2482,City2482,248.2
2483,Hotel2483,City2483,248.3
2484,Hotel2484,City2484,248.4
2485,Hotel2485,City2485,248.5
2486,Hotel2486,City2486,248.6
2487,Hotel2487,City2487,248.7
2488,Hotel2488,City2488,248.8
2489,Hotel2489,City2489,248.9
2490,Hotel2490,City2490,249.0
2491,Hotel2491,City2491,249.1
2492,Hotel2492,City2492,249.2
2493,Hotel2493,City2493,249.3
2494,Hotel2494,City2494,249.4
2495,Hotel2495,City2495,249.5
2496,Hotel2496,City2496,249.6
2497,Hotel2497,City2497,249.7
2498,Hotel2498,City2498,249.8
2499,Hotel2499,City2499,249.9
2500,Hotel2500,City2500,250.0
2501,Hotel2501,City2501,250.1
2502,Hotel2502,City2502,250.2
2503,Hotel2503,City2503,250.3
2504,Hotel2504,City2504,250.4
2505,Hotel2505,City2505,250.5
2506,Hotel2506,City2506,250.6
2507,Hotel2507,City2507,250.7
2508,Hotel2508,City2508,250.8
2509,Hotel2509,City2509,250.9
2510,Hotel2510,City2510,251.0
2511,Hotel2511,City2511,251.1
2512,Hotel2512,City2512,251.2
2513,Hotel2513,City2513,251.3
2514,Hotel2514,City2514,251.4
2515,Hotel2515,City2515,251.5
2516,Hotel2516,City2516,251.6
2517,Hotel2517,City2517,251.7
2518,Hotel2518,City2518,251.8
2519,Hotel2519,City2519,251.9
2520,Hotel2520,City2520,252.0
2521,Hotel2521,City2521,252.1
2522,Hotel2522,City2522,252.2
2523,Hotel2523,City2523,252.3
2524,Hotel2524,City2524,252.4
2525,Hotel2525,City2525,252.5
2526,Hotel2526,City2526,252.6
2527,Hotel2527,City2527,252.7
2528,Hotel2528,City2528,252.8
2529,Hotel2529,City2529,252.9
2530,Hotel2530,City2530,253.0
2531,Hotel2531,City2531,253.1
2532,Hotel2532,City2532,253.2
2533,Hotel2533,City2533,253.3
2534,Hotel2534,City2534,253.4
2535,Hotel2535,City2535,253.5
2536,Hotel2536,City2536,253.6
2537,Hotel2537,City2537,253.7
2538,Hotel2538,City2538,253.8
2539,Hotel2539,City2539,253.9
2540,Hotel2540,City2540,254.0
2541,Hotel2541,City2541,254.1
2542,Hotel2542,City2542,254.2
2543,Hotel2543,City2543,254.3
2544,Hotel2544,City2544,254.4
2545,Hotel2545,City2545,254.5
2546,Hotel2546,City2546,254.6
2547,Hotel2547,City2547,254.7
2548,Hotel2548,City2548,254.8
2549,Hotel2549,City2549,254.9
2550,Hotel2550,City2550,255.0
2551,Hotel2551,City2551,255.1
2552,Hotel2552,City2552,255.2
2553,Hotel2553,City2553,255.3
2554,Hotel2554,City2554,255.4
2555,Hotel2555,City2555,255.5
2556,Hotel2556,City2556,255.6
2557,Hotel2557,City2557,255.7
2558,Hotel2558,City2558,255.8
2559,Hotel2559,City2559,255.9
2560,Hotel2560,City2560,256.0
2561,Hotel2561,City2561,256.1
2562,Hotel2562,City2562,256.2
2563,Hotel2563,City2563,256.3
2564,Hotel2564,City2564,256.4
2565,Hotel2565,City2565,256.5
2566,Hotel2566,City2566,256.6
2567,Hotel2567,City2567,256.7
2568,Hotel2568,City2568,256.8
2569,Hotel2569,City2569,256.9
2570,Hotel2570,City2570,257.0
2571,Hotel2571,City2571,257.1
2572,Hotel2572,City2572,257.2
2573,Hotel2573,City2573,257.3
2574,Hotel2574,City2574,257.4
2575,Hotel2575,City2575,257.5
2576,Hotel2576,City2576,257.6
2577,Hotel2577,City2577,257.7
2578,Hotel2578,City2578,257.8
2579,Hotel2579,City2579,257.9
2580,Hotel2580,City2580,258.0
2581,Hotel2581,City2581,258.1
2582,Hotel2582,City2582,258.2
2583,Hotel2583,City2583,258.3
2584,Hotel2584,City2584,258.4
2585,Hotel2585,City2585,258.5
2586,Hotel2586,City2586,258.6
2587,Hotel2587,City2587,258.7
2588,Hotel2588,City2588,258.8
2589,Hotel2589,City2589,258.9
2590,Hotel2590,City2590,259.0
2591,Hotel2591,City2591,259.1
2592,Hotel2592,City2592,259.2
2593,Hotel2593,City2593,259.3
2594,Hotel2594,City2594,259.4
2595,Hotel2595,City2595,259.5
2596,Hotel2596,City2596,259.6
2597,Hotel2597,City2597,259.7
2598,Hotel2598,City2598,259.8
2599,Hotel2599,City2599,259.9
2600,Hotel2600,City2600,260.0
2601,Hotel2601,City2601,260.1
2602,Hotel2602,City2602,260.2
2603,Hotel2603,City2603,260.3
2604,Hotel2604,City2604,260.4
2605,Hotel2605,City2605,260.5
2606,Hotel2606,City2606,260.6
2607,Hotel2607,City2607,260.7
2608,Hotel2608,City2608,260.8
2609,Hotel2609,City2609,260.9
2610,Hotel2610,City2610,261.0
2611,Hotel2611,City2611,261.1
2612,Hotel2612,City2612,261.2
2613,Hotel2613,City2613,261.3
2614,Hotel2614,City2614,261.4
2615,Hotel2615,City2615,261.5
2616,Hotel2616,City2616,261.6
2617,Hotel2617,City2617,261.7
2618,Hotel2618,City2618,261.8
2619,Hotel2619,City2619,261.9
2620,Hotel2620,City2620,262.0
2621,Hotel2621,City2621,262.1
2622,Hotel2622,City2622,262.2
2623,Hotel2623,City2623,262.3
2624,Hotel2624,City2624,262.4
2625,Hotel2625,City2625,262.5
2626,Hotel2626,City2626,262.6
2627,Hotel2627,City2627,262.7
2628,Hotel2628,City2628,262.8
2629,Hotel2629,City2629,262.9
2630,Hotel2630,City2630,263.0
2631,Hotel2631,City2631,263.1
2632,Hotel2632,City2632,263.2
2633,Hotel2633,City2633,263.3
2634,Hotel2634,City2634,263.4
2635,Hotel2635,City2635,263.5
2636,Hotel2636,City2636,263.6
2637,Hotel2637,City2637,263.7
2638,Hotel2638,City2638,263.8
2639,Hotel2639,City2639,263.9
2640,Hotel2640,City2640,264.0
2641,Hotel2641,City2641,264.1
2642,Hotel2642,City2642,264.2
2643,Hotel2643,City2643,264.3
2644,Hotel2644,City2644,264.4
2645,Hotel2645,City2645,264.5
2646,Hotel2646,City2646,264.6
2647,Hotel2647,City2647,264.7
2648,Hotel2648,City2648,264.8
2649,Hotel2649,City2649,264.9
2650,Hotel2650,City2650,265.0
2651,Hotel2651,City2651,265.1
2652,Hotel2652,City2652,265.2
2653,Hotel2653,City2653,265.3
2654,Hotel2654,City2654,265.4
2655,Hotel2655,City2655,265.5
2656,Hotel2656,City2656,265.6
2657,Hotel2657,City2657,265.7
2658,Hotel2658,City2658,265.8
2659,Hotel2659,City2659,265.9
2660,Hotel2660,City2660,266.0
2661,Hotel2661,City2661,266.1
2662,Hotel2662,City2662,266.2
2663,Hotel2663,City2663,266.3
2664,Hotel2664,City2664,266.4
2665,Hotel2665,City2665,266.5
2666,Hotel2666,City2666,266.6
2667,Hotel2667,City2667,266.7
2668,Hotel2668,City2668,266.8
2669,Hotel2669,City2669,266.9
2670,Hotel2670,City2670,267.0
2671,Hotel2671,City2671,267.1
2672,Hotel2672,City2672,267.2
2673,Hotel2673,City2673,267.3
2674,Hotel2674,City2674,267.4
2675,Hotel2675,City2675,267.5
2676,Hotel2676,City2676,267.6
2677,Hotel2677,City2677,267.7
2678,Hotel2678,City2678,267.8
2679,Hotel2679,City2679,267.9
2680,Hotel2680,City2680,268.0
2681,Hotel2681,City2681,268.1
2682,Hotel2682,City2682,268.2
2683,Hotel2683,City2683,268.3
2684,Hotel2684,City2684,268.4
2685,Hotel2685,City2685,268.5
2686,Hotel2686,City2686,268.6
2687,Hotel2687,City2687,268.7
2688,Hotel2688,City2688,268.8
2689,Hotel2689,City2689,268.9
2690,Hotel2690,City2690,269.0
2691,Hotel2691,City2691,269.1
2692,Hotel2692,City2692,269.2
2693,Hotel2693,City2693,269.3
2694,Hotel2694,City2694,269.4
2695,Hotel2695,City2695,269.5
2696,Hotel2696,City2696,269.6
2697,Hotel2697,City2697,269.7
2698,Hotel2698,City2698,269.8
2699,Hotel2699,City2699,269.9
2700,Hotel2700,City2700,270.0
2701,Hotel2701,City2701,270.1
2702,Hotel2702,City2702,270.2
2703,Hotel2703,City2703,270.3
2704,Hotel2704,City2704,270.4
2705,Hotel2705,City2705,270.5
2706,Hotel2706,City2706,270.6
2707,Hotel2707,City2707,270.7
2708,Hotel2708,City2708,270.8
2709,Hotel2709,City2709,270.9
2710,Hotel2710,City2710,271.0
2711,Hotel2711,City2711,271.1
2712,Hotel2712,City2712,271.2
2713,Hotel2713,City2713,271.3
2714,Hotel2714,City2714,271.4
2715,Hotel2715,City2715,271.5
2716,Hotel2716,City2716,271.6
2717,Hotel2717,City2717,271.7
2718,Hotel2718,City2718,271.8
2719,Hotel2719,City2719,271.9
2720,Hotel2720,City2720,272.0
2721,Hotel2721,City2721,272.1
2722,Hotel2722,City2722,272.2
2723,Hotel2723,City2723,272.3
2724,Hotel2724,City2724,272.4
2725,Hotel2725,City2725,272.5
2726,Hotel2726,City2726,272.6
2727,Hotel2727,City2727,272.7
2728,Hotel2728,City2728,272.8
2729,Hotel2729,City2729,272.9
2730,Hotel2730,City2730,273.0
2731,Hotel2731,City2731,273.1
2732,Hotel2732,City2732,273.2
2733,Hotel2733,City2733,273.3
2734,Hotel2734,City2734,273.4
2735,Hotel2735,City2735,273.5
2736,Hotel2736,City2736,273.6
2737,Hotel2737,City2737,273.7
2738,Hotel2738,City2738,273.8
2739,Hotel2739,City2739,273.9
2740,Hotel2740,City2740,274.0
2741,Hotel2741,City2741,274.1
2742,Hotel2742,City2742,274.2
2743,Hotel2743,City2743,274.3
2744,Hotel2744,City2744,274.4
2745,Hotel2745,City2745,274.5
2746,Hotel2746,City2746,274.6
2747,Hotel2747,City2747,274.7
2748,Hotel2748,City2748,274.8
2749,Hotel2749,City2749,274.9
2750,Hotel2750,City2750,275.0
2751,Hotel2751,City2751,275.1
2752,Hotel2752,City2752,275.2
2753,Hotel2753,City2753,275.3
2754,Hotel2754,City2754,275.4
2755,Hotel2755,City2755,275.5
2756,Hotel2756,City2756,275.6
2757,Hotel2757,City2757,275.7
2758,Hotel2758,City2758,275.8
2759,Hotel2759,City2759,275.9
2760,Hotel2760,City2760,276.0
2761,Hotel2761,City2761,276.1
2762,Hotel2762,City2762,276.2
2763,Hotel2763,City2763,276.3
2764,Hotel2764,City2764,276.4
